what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textStart",1406195115929
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1406195122257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1406195122479
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1406195123077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1406195123716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406195142957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406195147653
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1406195149039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406195149268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406195161086
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1406195166777
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1406195172452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1406195175165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1406195183518
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1406195184150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1406195184455
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1406195185938
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1406195187618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406195187892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406195190399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406195192734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406195193933
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1406195194071
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1406195194772
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1406195194773
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.182,"com.altera.debug.cdi.gdb.plugin",1406195194825
stopped,bundle,com.altera.sbtgui.launch,13.1.0.182,"com.altera.sbtgui.launch",1406195194825
stopped,bundle,com.altera.sbtgui.ui,13.1.0.182,"com.altera.sbtgui.ui",1406195194888
