what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1340102742616
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1340102742616
started,bundle,com.altera.sbtgui.core,12.0.0.178,"com.altera.sbtgui.core",1340102742616
started,bundle,com.altera.sbtgui.integration,12.0.0.178,"com.altera.sbtgui.integration",1340102742616
started,bundle,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch",1340102742616
started,bundle,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.project",1340102742616
started,bundle,com.altera.systemconsole,12.0.0.178,"com.altera.systemconsole",1340102742616
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.178,"com.altera.systemconsole.designs.plugin",1340102742616
started,bundle,com.altera.systemconsole.scripting,12.0.0.178,"com.altera.systemconsole.scripting",1340102742616
started,bundle,com.altera.utilities,12.0.0.178,"com.altera.utilities",1340102742616
os,sysinfo,,,"win32",1340102742616
arch,sysinfo,,,"x86",1340102742616
ws,sysinfo,,,"win32",1340102742616
locale,sysinfo,,,"zh_TW",1340102742616
processors,sysinfo,,,"8",1340102742616
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1340102742616
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1340102742616
java.specification.name,sysinfo,,,"Java Platform API Specification",1340102742616
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1340102742616
java.specification.version,sysinfo,,,"1.6",1340102742616
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1340102742616
java.version,sysinfo,,,"1.6.0_23",1340102742616
java.vm.info,sysinfo,,,"mixed mode",1340102742616
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1340102742616
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1340102742616
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1340102742616
java.vm.specification.version,sysinfo,,,"1.0",1340102742616
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1340102742616
java.vm.version,sysinfo,,,"19.0-b09",1340102742616
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1340102743666
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1340102745666
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1340102747846
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1340102747876
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340102747916
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340102762496
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340102764006
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340102766216
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1340102766266
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1340102766306
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1340102766416
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.0.0.178,"com.altera.debug.cdi.gdb.plugin",1340102766416
stopped,bundle,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch",1340102766416
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1340102766416
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1340102766416
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1340102766416
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1340102766416
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1340102766416
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1340102766416
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1340102766416
stopped,bundle,com.altera.sbtgui.ui,12.0.0.178,"com.altera.sbtgui.ui",1340102766426
stopped,bundle,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.project",1340102766426
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1340102766426
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1340102766426
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.traditional",1340102766426
stopped,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1340102766426
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1340102766426
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.ui",1340102766426
